1,13,ENERGY PARK (PVT) LTD,41 Main Street Bindura,0,f,0,22:00,MULTIPLE
2,13,STRAUSS ZIMBABWE (PVT) LTD,116 Dangenham Rd Willowvale Harare,0,f,0,22:00,MULTIPLE
3,42,AFRIFOR (PVT) LTD,7 Kings Row Northgate Borrowdale Harare,0,f,0,22:00,MULTIPLE
4,97,Knarsdale Enterprises,  ,0,f,0,22:00,MULTIPLE
5,101,Platinum Island (Pvt) Ltd,  ,0,f,0,22:00,MULTIPLE
6,119,Phoenix Energy (Pvt) Ltd,  ,0,f,0,22:00,MULTIPLE
